county_name,crime_rate_per_100000,index,EDITION,PART,IDNO,CPOPARST,CPOPCRIM,AG_ARRST,AG_OFF,COVIND,INDEX,MODINDX,MURDER,RAPE,ROBBERY,AGASSLT,BURGLRY,LARCENY,MVTHEFT,ARSON,population,FIPS_ST,FIPS_CTY
"St. Louis city, MO",1791.995377,1,1,4,1612,318667,318667,15,15,100,5706,22329,119,200,1778,3609,4995,13791,3543,464,318416,29,510
"Crittenden County, AR",1754.914968,2,1,4,130,50717,50717,4,4,100,873,3424,8,38,165,662,1482,1753,189,28,49746,5,35
"Alexander County, IL",1664.700485,3,1,4,604,8040,8040,2,2,100,127,278,1,2,5,119,82,184,12,2,7629,17,3
"Kenedy County, TX",1456.31068,4,1,4,2681,444,444,1,1,100,6,13,0,3,1,2,5,4,4,0,412,48,261
"De Soto Parish, LA",1447.40243,5,1,4,1137,26971,26971,3,3,100,392,703,3,4,17,368,149,494,60,0,27083,22,31
"Baltimore city, MD",1419.537569,6,1,4,1227,625474,625474,9,9,100,8831,29868,216,317,3638,4660,7804,18055,4009,251,622104,24,510
"Shelby County, TN",1315.003752,7,1,4,2534,942807,942807,15,14,100,12354,47864,135,483,3512,8224,14011,30620,3233,435,939465,47,157
"Marlboro County, SC",1253.437132,8,1,4,2377,28780,28780,9,8,100,351,1549,3,20,32,296,408,1074,67,5,28003,45,69
"Storey County, NV",1217.656012,9,1,4,1778,3947,3947,1,1,100,48,86,0,7,2,39,23,55,8,2,3942,32,29
"District of Columbia, DC",1216.801325,10,1,4,325,632323,632323,2,1,100,7866,30757,88,236,4037,3505,3519,23575,3663,51,646449,11,1
"Dillon County, SC",1165.583272,11,1,4,2359,32060,32060,9,8,100,364,1906,8,17,48,291,595,1206,105,12,31229,45,33
"Scott County, MO",1163.145839,12,1,4,1597,40941,40941,7,8,100,457,1277,2,7,26,422,236,1002,39,8,39290,29,201
"Philadelphia County, PA",1150.29633,13,1,4,2320,1538957,1538957,6,5,100,17866,57000,332,881,7984,8669,12004,38595,6401,0,1553165,42,101
"Pershing County, NV",1148.756725,14,1,4,1777,6822,6822,2,2,100,79,75,0,3,1,75,27,43,5,0,6877,32,27
"Greenwood County, SC",1140.226324,15,1,4,2366,71009,70499,10,8,100,795,3651,7,39,73,676,965,2564,122,12,69723,45,47
"Madison County, TN",1138.42383,16,1,4,2512,98988,99067,4,5,100,1124,4084,13,33,196,882,1300,2604,180,27,98733,47,113
"Davidson County, TN",1129.513728,17,1,4,2474,635244,635244,10,10,100,7439,27666,65,312,1753,5309,5875,20373,1418,100,658602,47,37
"Marion County, IN",1083.508119,18,1,4,753,911521,867596,11,9,100,10058,49004,102,453,3486,6017,15125,29122,4757,414,928281,18,97
"Wayne County, MI",1065.188284,19,1,4,1324,1800769,1793982,47,47,99.6046,18910,69839,433,803,5879,11795,19882,34706,15251,766,1775273,26,163
"Jackson County, MO",1026.623686,20,1,4,1545,839561,837636,19,23,100,6981,40642,116,358,1913,4594,9695,25994,4953,318,679996,29,95
"Northwest Arctic Borough, AK",1014.964216,21,1,4,85,3334,3334,1,1,100,78,210,0,23,12,43,46,126,38,2,7685,2,188
"Pemiscot County, MO",998.7095326,22,1,4,1575,18208,18208,7,7,100,178,678,0,6,21,151,192,463,23,2,17823,29,155
"Iberville Parish, LA",974.0162436,23,1,4,1145,33427,31544,4,3,100,325,1220,5,9,26,285,266,928,26,0,33367,22,47
"Pulaski County, AR",959.9165823,24,1,4,172,387762,387762,11,11,100,3756,26881,61,179,1058,2458,7065,18011,1805,130,391284,5,119
"Jefferson County, AR",959.1343198,25,1,4,147,76535,76535,5,5,100,702,3960,14,42,139,507,1400,2306,255,44,73191,5,69
"Miller County, AR",956.1771347,26,1,4,158,43925,43925,2,2,100,415,2215,1,9,45,360,488,1597,130,6,43402,5,91
"Muskogee County, OK",954.4400666,27,1,4,2205,71462,71440,6,6,100,671,2344,3,34,41,593,878,1324,142,23,70303,40,101
"Barnwell County, SC",953.9310095,28,1,4,2348,22571,22571,9,7,100,211,1114,5,4,33,169,349,691,74,10,22119,45,11
"Tangipahoa Parish, LA",952.8593755,29,1,4,1174,123296,123296,8,7,96.5846,1195,7162,11,64,185,935,2683,4262,218,1,125412,22,105
"Marion County, SC",941.6313295,30,1,4,2376,33158,33158,9,7,100,302,1923,8,12,51,231,771,1060,92,12,32072,45,67
"Dillingham Census Area, AK",938.1237525,31,1,4,74,3268,2419,2,1,100,47,74,0,18,1,28,12,55,7,0,5010,2,70
"Dougherty County, GA",930.4176661,32,1,4,440,95799,95799,10,6,100,865,5710,4,32,240,589,1600,3844,266,13,92969,13,95
"Carter County, OK",930.0694974,33,1,4,2164,48392,48392,5,5,100,451,1886,4,42,37,368,450,1327,109,23,48491,40,19
"Genesee County, MI",922.7783984,34,1,4,1267,422315,422010,30,30,98.5058,3833,15352,69,242,980,2542,6105,8311,936,313,415376,26,49
"Macon County, AL",919.341731,35,1,4,44,21344,21267,5,5,99.2649,181,1266,6,10,25,140,516,640,110,3,19688,1,87
"Milwaukee County, WI",912.6349471,36,1,4,3122,955057,954968,21,21,99.4991,8725,43401,103,276,3426,4919,8744,29434,5223,351,956023,55,79
"Richland County, SC",911.4452882,37,1,4,2382,397514,392816,20,16,100,3639,19563,24,184,809,2622,4965,12511,2087,51,399256,45,79
"Grundy County, TN",911.2461105,38,1,4,2486,14135,13657,3,3,99.0994,123,387,3,4,1,115,157,167,63,12,13498,47,61
"Greene County, AL",903.4766697,39,1,4,32,8957,8315,3,2,94.5801,79,152,0,2,7,70,48,90,15,12,8744,1,63
"Rock County, MN",892.8571429,40,1,4,1393,9676,9676,1,1,100,85,64,0,0,0,85,9,52,3,0,9520,27,133
"San Joaquin County, CA",887.1644385,41,1,4,226,702670,702670,15,10,100,6249,29264,89,152,1992,4016,8019,16847,4398,158,704379,6,77
"Pottawattamie County, IA",873.5225606,42,1,4,874,93881,93881,3,3,100,810,5016,1,79,83,647,1166,3283,567,55,92728,19,155
"Nolan County, TX",871.1844118,43,1,4,2727,15498,15498,4,4,100,131,507,0,27,10,94,143,345,19,1,15037,48,353
"Kodiak Island Borough, AK",856.0311284,44,1,4,80,6332,6332,1,1,100,121,254,0,8,10,103,23,200,31,3,14135,2,150
"Winnebago County, IL",854.9331535,45,1,4,703,296072,279755,17,11,100,2485,10787,15,196,553,1721,2939,7356,492,101,290666,17,201
"Suffolk County, MA",831.2342903,46,1,4,1240,737435,737435,19,12,100,6280,22177,60,310,2257,3653,3956,16223,1998,11,755503,25,25
"Saginaw County, MI",828.830479,47,1,4,1315,199227,199233,18,19,99.8744,1629,4681,29,126,242,1232,1751,2707,223,56,196542,26,145
"Dallas County, AL",828.6503477,48,1,4,24,43506,43506,3,2,100,348,2316,9,24,70,245,743,1415,158,26,41996,1,47
"Fulton County, GA",826.1767583,49,1,4,453,990261,959727,41,31,100,8132,49806,123,216,3365,4428,11091,31070,7645,135,984293,13,121
"Anchorage Municipality, AK",824.7217146,50,1,4,71,299143,299143,3,3,100,2482,10728,15,303,488,1676,1159,8724,845,98,300950,2,20
"Madison County, FL",822.2981632,51,1,4,364,19376,19376,12,5,100,154,486,1,7,13,133,153,317,16,4,18728,12,79
"Phillips County, AR",818.6675817,52,1,4,166,21523,13324,3,2,97.0679,167,952,1,8,26,132,478,442,33,11,20399,5,107
"Sangamon County, IL",817.9969369,53,1,4,686,198785,191633,33,26,96.481,1629,9256,40,160,318,1110,2104,6278,875,76,199145,17,167
"Haywood County, TN",812.1158911,54,1,4,2493,18623,18623,2,2,100,148,648,0,7,10,131,226,396,26,5,18224,47,75
"Lucas County, OH",810.9662621,55,1,4,2114,439867,415069,14,11,100,3539,12467,40,184,1192,2122,7618,3320,1529,547,436393,39,95
"Robeson County, NC",809.8427036,56,1,4,1989,137057,136415,13,9,99.2591,1092,7958,13,32,273,775,2937,4637,385,69,134841,37,155
"Meade County, KS",805.8945429,57,1,4,955,4554,4554,2,2,91.6667,35,28,0,1,0,34,5,23,0,0,4343,20,119
"Escambia County, FL",798.51676,58,1,4,341,303195,303195,15,9,100,2442,14499,22,162,502,1756,3899,9920,680,52,305817,12,33
"Jefferson County, AL",798.3574913,59,1,4,37,686887,659396,31,30,96.4415,5265,31530,85,268,1597,3315,9910,19810,1809,185,659479,1,73
"Nicholas County, WV",793.3756981,60,1,4,3060,26269,24215,9,5,100,206,413,1,7,2,196,86,308,19,16,25965,54,67
"Franklin County, FL",793.2402138,61,1,4,343,11754,11754,13,6,100,92,225,1,16,1,74,84,130,11,1,11598,12,37
"St. Clair County, IL",782.1542957,62,1,4,684,267150,254702,30,25,100,2088,8233,28,183,349,1528,2426,5150,657,70,266955,17,163
"Orleans Parish, LA",782.1184796,63,1,4,1157,362874,362874,7,6,100,2962,13907,193,137,1066,1566,3431,8258,2218,0,378715,22,71
"Ector County, TX",781.9089826,64,1,4,2618,143948,142209,4,4,100,1168,5177,5,44,163,956,1090,3571,516,26,149378,48,135
"Avoyelles Parish, LA",777.2585293,65,1,4,1126,42143,39977,5,4,100,321,1200,2,31,17,271,378,787,35,3,41299,22,9
"Rapides Parish, LA",773.792033,66,1,4,1161,133157,125912,9,4,100,1027,6203,9,43,169,806,1747,4207,249,4,132723,22,79
"Sumter County, SC",767.644257,67,1,4,2385,108482,108482,8,6,100,830,4670,12,30,103,685,1611,2713,346,54,108123,45,85
"Comanche County, OK",766.7864604,68,1,4,2170,126589,126589,5,5,100,958,5648,13,42,174,729,1702,3616,330,42,124937,40,31
"Mississippi County, AR",763.9897241,69,1,4,159,46140,46140,8,8,99.3296,342,2277,8,21,47,266,891,1273,114,6,44765,5,93
"Colleton County, SC",762.1467132,70,1,4,2357,38978,38978,9,7,100,288,1764,2,14,26,246,419,1151,194,14,37788,45,29
"Modoc County, CA",754.3456871,71,1,4,212,9605,9605,4,4,100,69,152,1,12,3,53,58,90,4,5,9147,6,49
"Alameda County, CA",753.6935735,72,1,4,188,1544062,1544062,26,22,100,11900,62130,153,477,6220,5050,13245,35841,13044,337,1578891,6,1
"Sumter County, GA",752.455044,73,1,4,522,32858,32086,6,4,100,236,1609,0,4,40,192,741,826,42,0,31364,13,261
"Darlington County, SC",746.3016118,74,1,4,2358,68948,68948,10,8,100,507,3866,10,17,70,410,1178,2471,217,11,67935,45,31
"Red River Parish, LA",742.0733078,75,1,4,1162,8943,8943,2,2,100,66,151,0,0,2,64,23,116,12,0,8894,22,81
"Lubbock County, TX",740.6920961,76,1,4,2702,287440,288162,9,10,100,2143,13452,12,139,328,1664,3400,9224,828,52,289324,48,303
"Socorro County, NM",739.3084622,77,1,4,1843,17901,17901,4,4,96.3261,130,528,0,3,2,124,139,365,23,3,17584,35,53
"Duval County, TX",738.8316151,78,1,4,2616,12768,11844,3,3,100,86,341,1,0,5,80,105,171,65,5,11640,48,131
"Bernalillo County, NM",738.4818924,79,1,4,1815,671900,671904,3,4,100,4979,32914,50,329,1184,3416,7857,22025,3032,139,674221,35,1
"Marion County, TX",732.7796776,80,1,4,2708,10664,10664,2,2,100,75,272,1,9,5,60,115,144,13,4,10235,48,315
"Lee County, SC",730.3646373,81,1,4,2373,19156,19156,8,7,100,134,832,0,4,18,112,255,511,66,8,18347,45,61
"Shasta County, CA",725.2206951,82,1,4,232,179423,179423,8,6,100,1298,6280,7,97,165,1029,1754,3623,903,35,178980,6,89
"Laurens County, SC",724.7580365,83,1,4,2372,65434,67161,10,9,100,480,2453,6,31,49,394,734,1600,119,13,66229,45,59
"North Slope Borough, AK",722.6925459,84,1,4,84,9618,9618,1,1,100,70,106,1,14,3,52,36,59,11,1,9686,2,185
"Hinds County, MS",721.5219335,85,1,4,1439,249345,244858,12,8,99.9642,1767,13315,66,143,846,712,4627,7416,1272,69,244899,28,49
"Cibola County, NM",720.6877629,86,1,4,1818,27702,27702,3,3,100,197,483,1,15,7,174,232,199,51,2,27335,35,6
"Tulsa County, OK",719.1412721,87,1,4,2226,647709,614353,14,16,98.7971,4476,25574,45,381,1122,2928,7291,15582,2702,263,622409,40,143
"Putnam County, FL",717.8582747,88,1,4,379,75051,75051,14,8,100,521,3061,5,37,51,428,1029,1952,80,7,72577,12,107
"Jefferson County, TX",710.8948399,89,1,4,2673,256592,256588,7,7,100,1794,10120,20,114,554,1106,3147,6454,519,99,252358,48,245
"Ohio County, WV",706.6572141,90,1,4,3061,44521,44247,12,10,93.2421,309,1142,0,24,46,240,322,764,56,4,43727,54,69
"San Francisco County, CA",701.4217104,91,1,4,225,820363,820363,12,7,100,5874,40038,69,110,3554,2141,5401,29256,5381,211,837442,6,75
"Bamberg County, SC",699.9351912,92,1,4,2347,16127,16127,10,9,100,108,687,0,2,21,85,231,415,41,2,15430,45,9
"Merced County, CA",696.3544912,93,1,4,211,262308,262308,13,11,100,1833,10091,23,54,331,1425,2686,6047,1358,83,263228,6,47
"Harris County, TX",696.1038338,94,1,4,2651,4272223,4243516,42,46,100,30189,178681,307,1143,12449,16290,43644,114208,20829,1153,4336853,48,201
"Jim Wells County, TX",695.7773512,95,1,4,2675,41034,41958,4,5,100,290,1649,13,17,7,253,467,1089,93,14,41680,48,249
"Oklahoma County, OK",694.8738489,96,1,4,2209,848804,736870,22,22,100,5248,37519,83,398,1137,3630,10118,23238,4163,145,755245,40,109
"McKinley County, NM",694.3307688,97,1,4,1832,73781,73781,2,2,100,509,2282,7,42,67,393,540,1615,127,18,73308,35,31
"Mississippi County, MO",693.1802269,98,1,4,1564,14333,14333,4,4,97.143,99,427,2,4,6,87,128,286,13,8,14282,29,133
"Alpine County, CA",690.2502157,99,1,4,189,1112,1112,2,2,100,8,43,0,3,0,5,18,20,5,0,1159,6,3
"Calhoun County, GA",689.8666258,100,1,4,412,7212,6812,4,4,91.378,45,78,0,0,14,31,21,49,7,0,6523,13,37
"Dyer County, TN",688.2474551,101,1,4,2478,38510,38507,4,4,100,263,1521,0,9,23,231,387,1084,50,3,38213,47,45
"Clark County, NV",685.153077,102,1,4,1766,1995735,1995735,9,7,100,13894,59115,94,739,4422,8639,17538,33364,8213,297,2027868,32,3
"Guadalupe County, NM",681.1689739,103,1,4,1825,4626,4626,2,2,100,31,95,0,0,6,25,34,53,8,1,4551,35,19
"San Juan County, NM",675.0828044,104,1,4,1839,128404,128404,4,4,99.4801,854,3239,6,133,57,657,725,2325,189,29,126503,35,45
"Fairfield County, SC",675.0616643,105,1,4,2362,23795,23795,7,5,100,156,886,4,8,15,129,211,607,68,5,23109,45,39
"McDonald County, MO",673.8186009,106,1,4,1557,23020,23020,7,7,99.6945,152,401,1,4,4,143,110,266,25,6,22558,29,119
"Taylor County, FL",673.754211,107,1,4,387,23001,23001,12,6,100,154,296,3,10,6,135,117,164,15,3,22857,12,123
"Wayne County, GA",668.2847358,108,1,4,544,30651,30651,3,3,100,201,1631,8,6,24,163,318,1289,24,0,30077,13,305
"East Baton Rouge Parish, LA",667.0754469,109,1,4,1138,444049,444049,7,6,100,2970,21659,84,77,1297,1512,5806,15182,671,213,445227,22,33
"Leon County, FL",664.1948589,110,1,4,361,281764,281764,25,11,100,1872,11021,17,137,576,1142,3378,7002,641,25,281845,12,73
"Lander County, NV",663.1299735,111,1,4,1772,5917,5917,1,1,100,40,104,0,9,0,31,38,55,11,3,6032,32,15
"Orange County, FL",662.6310837,112,1,4,373,1185059,1185059,27,18,100,8119,50081,76,450,1977,5616,14034,32034,4013,50,1225267,12,95
"Leflore County, MS",661.2459265,113,1,4,1456,31930,31930,3,3,100,209,1541,2,24,46,137,601,906,34,3,31607,28,83
"Essex County, NJ",659.9836619,114,1,4,1799,789003,789003,32,30,100,5211,21490,121,132,2938,2021,4849,10759,5882,119,789565,34,13
"Peach County, GA",658.9175983,115,1,4,504,27687,28120,4,6,100,178,1021,0,2,19,157,286,688,47,1,27014,13,225
"Burke County, GA",658.7270427,116,1,4,410,23728,23416,5,5,71.1362,151,633,2,1,11,137,215,397,21,0,22923,13,33
"Hamilton County, TN",658.496643,117,1,4,2488,343670,343670,13,13,100,2296,14754,26,91,560,1619,3405,10133,1216,37,348673,47,65
"Miami-Dade County, FL",656.0124348,118,1,4,368,2589623,2589623,50,42,100,17169,113548,210,570,6006,10383,21105,82992,9451,226,2617176,12,86
"Columbia County, FL",654.3979391,119,1,4,337,68406,68406,12,5,100,442,2182,3,20,46,373,812,1317,53,3,67543,12,23
"Crockett County, TN",651.0862861,120,1,4,2472,14673,14673,6,6,100,95,267,1,11,2,81,81,171,15,0,14591,47,33
"Lenoir County, NC",650.100146,121,1,4,1965,59741,59185,5,2,100,383,2331,1,18,76,288,796,1468,67,11,58914,37,107
"Hempstead County, AR",649.6395835,122,1,4,141,22627,22627,2,2,100,146,998,2,16,12,116,332,615,51,6,22474,5,57
"Hutchinson County, TX",646.2257665,123,1,4,2667,22463,20556,3,2,100,141,694,0,20,5,116,184,489,21,5,21819,48,233
"Richmond city, VA",644.9835135,124,1,4,2977,207799,207799,6,6,100,1381,9853,44,43,640,654,2068,6833,952,54,214114,51,760
"Jefferson Davis County, MS",644.4593237,125,1,4,1447,12144,12144,1,1,66.6667,77,270,5,2,3,68,206,48,17,0,11948,28,65
"Conecuh County, AL",644.0599053,126,1,4,18,13150,13158,4,5,95.2171,83,403,1,4,8,70,108,252,42,5,12887,1,35
"Morehouse Parish, LA",639.3909155,127,1,4,1155,27771,27771,2,2,100,173,1207,0,3,34,136,315,842,50,6,27057,22,67
"Early County, GA",635.553026,128,1,4,442,10493,10642,3,3,100,67,307,1,3,8,55,105,196,6,0,10542,13,99
"Henderson County, TN",634.6263548,129,1,4,2494,28504,28143,4,4,100,178,791,1,8,10,159,204,544,43,3,28048,47,77
"Richmond County, NY",634.123325,130,1,4,1891,468058,468058,6,1,100,2997,8102,24,66,1143,1764,1053,6586,463,0,472621,36,85
"New York County, NY",634.0093435,131,1,4,1879,1609907,1609907,10,2,100,10310,27945,81,227,3932,6070,3623,22730,1592,0,1626159,36,61
"Jefferson County, IL",633.9923403,132,1,4,643,38731,38731,3,2,100,245,1188,0,20,27,198,326,832,30,16,38644,17,81
"Bronx County, NY",632.0428157,133,1,4,1851,1400485,1400485,8,1,100,8967,24270,71,197,3420,5279,3165,19721,1385,0,1418733,36,5
"Queens County, NY",630.3962024,134,1,4,1889,2260875,2260875,8,1,100,14475,39137,114,317,5522,8522,5088,31814,2235,0,2296175,36,81
"Kings County, NY",630.2492642,135,1,4,1872,2551084,2551084,8,1,100,16337,44232,129,358,6235,9616,5742,35966,2524,0,2592149,36,47
"Warren County, GA",629.7229219,136,1,4,542,5782,5782,3,2,100,35,95,0,0,1,34,30,60,5,0,5558,13,301
"Nash County, NC",628.8580653,137,1,4,1975,115039,95800,10,7,100,598,3272,11,17,100,470,1125,1981,166,12,95093,37,127
"Lauderdale County, TN",626.0118726,138,1,4,2504,27977,27977,6,6,100,174,933,2,9,16,147,420,472,41,4,27795,47,97
"Cocke County, TN",625.7222582,139,1,4,2470,35838,35838,2,2,100,222,1605,3,4,24,191,483,1033,89,15,35479,47,29
"Bowie County, TX",622.5464503,140,1,4,2569,94183,94183,7,7,100,582,3855,7,33,88,454,1073,2541,241,27,93487,48,37
"Hampton County, SC",622.3049784,141,1,4,2367,21141,18316,11,7,98.353,127,565,0,7,18,102,203,336,27,17,20408,45,49
"Hendry County, FL",621.814203,142,1,4,350,39622,39622,11,5,100,233,1293,0,15,37,181,595,646,52,8,37471,12,51
"Duval County, FL",621.5464156,143,1,4,340,882589,882589,19,12,100,5506,37072,94,355,1436,3621,8025,27335,1712,96,885855,12,31
"Durham County, NC",621.2408853,144,1,4,1943,272099,276101,8,7,100,1790,11998,21,70,633,1066,3735,7491,772,61,288133,37,63
"Greene County, MO",620.7066615,145,1,4,1536,277535,277737,10,12,99.9554,1762,17117,17,163,362,1219,2863,13016,1238,86,283870,29,77
"Jefferson County, FL",619.9802734,146,1,4,357,14858,14858,12,5,100,88,176,0,3,6,79,103,64,9,2,14194,12,65
"Escambia County, AL",618.6978385,147,1,4,27,38248,38248,5,5,100,235,1154,3,7,18,207,299,793,62,14,37983,1,53
"Horry County, SC",617.6419817,148,1,4,2368,278968,278968,16,14,99.8421,1789,14319,21,201,416,1151,3158,10088,1073,57,289650,45,51
"Nueces County, TX",616.5739392,149,1,4,2728,348408,348422,8,8,99.9819,2171,15190,18,194,392,1567,2723,11976,491,41,352107,48,355
"Sedgwick County, KS",615.5337693,150,1,4,982,504423,503636,22,23,99.504,3111,23678,24,273,513,2301,4575,17136,1967,160,505415,20,173
"Edgecombe County, NC",615.3956886,151,1,4,1944,39195,56386,7,5,100,342,2119,3,14,61,264,735,1301,83,13,55574,37,65
"Montgomery County, KS",615.303861,152,1,4,958,35089,35089,5,5,96.184,211,1208,1,17,17,176,303,858,48,20,34292,20,125
"Caddo Parish, LA",614.7822368,153,1,4,1130,261353,254848,6,5,100,1567,10679,17,98,436,1016,2642,7558,479,79,254887,22,17
"Graham County, AZ",613.6278747,154,1,4,101,37552,27918,4,3,100,230,391,1,0,0,229,119,251,21,7,37482,4,9
"Madera County, CA",612.9051309,155,1,4,207,154343,154343,6,5,100,934,4017,2,35,139,758,1654,1715,648,11,152389,6,39
"Sebastian County, AR",612.5237549,156,1,4,178,127610,127610,4,4,100,780,5264,6,77,97,600,1261,3804,199,12,127342,5,131
"Emanuel County, GA",612.2359732,157,1,4,446,22536,22606,6,5,98.7968,140,1110,2,6,14,118,253,799,59,2,22867,13,107
"Camden County, NJ",610.3101467,158,1,4,1796,515768,515768,44,43,99.9044,3130,16699,71,117,1182,1760,3986,11325,1388,173,512854,34,7
"Nye County, NV",609.9723385,159,1,4,1776,43918,43918,1,1,100,258,1147,0,11,26,221,334,687,126,10,42297,32,23
"Greenlee County, AZ",607.8019671,160,1,4,102,8700,8700,2,2,100,55,129,1,3,1,50,37,88,4,0,9049,4,11
"Alachua County, FL",605.2451953,161,1,4,326,252767,252767,18,10,100,1534,8605,10,138,253,1133,1917,6331,357,25,253451,12,1
"Union County, AR",604.5117216,162,1,4,182,41584,39722,3,2,100,246,1386,1,4,36,205,522,802,62,7,40694,5,139
"Peoria County, IL",603.941007,163,1,4,674,186990,186921,11,9,100,1138,6644,14,53,347,723,1809,4545,290,61,188429,17,143
"Madison County, AL",603.3578174,164,1,4,45,346631,341477,11,9,99.8606,2093,12692,18,107,523,1445,3217,8556,919,33,346892,1,89
"Calhoun County, MI",602.1686961,165,1,4,1255,135548,135588,9,10,99.2679,813,4357,11,83,112,606,1405,2782,170,41,135012,26,25
"Williamsburg County, SC",601.8084495,166,1,4,2387,34385,34408,10,10,100,199,1341,4,11,39,145,440,785,116,17,33067,45,89
"Roberts County, TX",601.6847172,167,1,4,2747,828,828,1,1,100,5,17,0,1,0,4,1,13,3,0,831,48,393
"Bradley County, TN",600.895452,168,1,4,2461,100881,100881,5,5,100,612,3250,1,38,54,519,681,2409,160,7,101848,47,11
"Anderson County, SC",600.0807801,169,1,4,2346,190274,190280,13,14,99.7289,1144,9644,18,55,157,914,2438,6372,835,36,190641,45,7
"Denver County, CO",599.0808243,170,1,4,263,628545,628545,5,3,100,3891,23697,39,383,1170,2299,5152,14857,3688,98,649495,8,31
"Chester County, SC",598.5634477,171,1,4,2354,33229,33229,9,7,100,195,1316,2,12,25,156,389,867,60,2,32578,45,23
"Lowndes County, AL",597.9631879,172,1,4,43,11192,10172,6,4,86.4465,64,268,1,3,8,51,117,127,25,7,10703,1,85
"Willacy County, TX",597.6004744,173,1,4,2795,22426,22426,5,5,100,131,705,0,14,4,113,226,463,16,7,21921,48,489
"Cook County, IL",596.6569351,174,1,4,618,5185540,5151374,150,140,99.8313,31269,170113,566,463,15583,14657,34233,115634,20245,892,5240700,17,31
"Clark County, IN",593.2458517,175,1,4,714,111919,111919,6,6,97.744,670,4605,3,16,73,579,954,3388,263,4,112938,18,19
"DeKalb County, GA",592.9851123,176,1,4,437,678432,707361,17,17,100,4230,37693,80,163,2140,1847,10669,21449,5575,184,713340,13,89
"Potter County, TX",592.6303417,177,1,4,2738,212507,124116,4,4,100,721,5110,5,60,154,502,1218,3529,363,30,121661,48,375
"Arkansas County, AR",591.1487458,178,1,4,113,18964,18964,3,3,100,111,802,0,4,24,83,339,429,34,7,18777,5,1
"Chicot County, AR",591.0895457,179,1,4,121,11765,11765,4,4,93.4552,67,256,0,4,8,56,83,171,2,2,11335,5,17
"Cochise County, AZ",590.856781,180,1,4,98,134744,133333,8,7,99.7631,765,3572,4,40,52,669,713,2662,197,32,129473,4,3
"Wyandotte County, KS",590.457901,181,1,4,1000,158998,159032,7,7,99.9979,947,8175,16,90,286,554,1834,5085,1256,80,160384,20,209
"Turner County, GA",590.1155643,182,1,4,535,8970,8970,3,3,100,48,226,0,6,4,38,46,161,19,3,8134,13,287
"Lake County, CA",588.7879737,183,1,4,204,64919,64919,5,4,100,376,1925,3,33,60,280,766,958,201,25,63860,6,33
"Luna County, NM",588.020601,184,1,4,1831,25321,25321,2,2,100,145,855,0,9,6,130,243,583,28,4,24659,35,29
"Manatee County, FL",585.7833537,185,1,4,365,329143,331606,14,9,100,2004,10823,26,141,388,1449,2720,7699,404,14,342106,12,81
"Hampden County, MA",583.3274487,186,1,4,1234,467909,461774,31,23,99.9391,2726,15637,11,151,788,1776,4570,9836,1231,115,467319,25,13
"Haralson County, GA",582.5583436,187,1,4,464,28990,28944,5,5,100,166,842,1,6,4,155,310,442,90,1,28495,13,143
"New Castle County, DE",581.7888096,188,1,4,323,547886,547920,17,16,100,3198,17962,46,130,1167,1855,4310,12637,1015,22,549684,10,3
"Calhoun County, AL",580.7976974,189,1,4,8,122213,118270,8,10,99.5075,678,5339,6,37,131,504,1710,3482,147,34,116736,1,15
"Jackson County, IL",580.1317417,190,1,4,641,60393,59786,7,5,100,347,2244,1,29,53,264,488,1683,73,20,59814,17,77
"St. James Parish, LA",579.2570798,191,1,4,1168,21913,21913,3,3,100,126,545,1,6,9,110,128,401,16,0,21752,22,93
"Sullivan County, TN",578.5625339,192,1,4,2537,161216,158719,8,9,100,906,5505,3,56,70,777,1077,4129,299,37,156595,47,163
"Greenville County, SC",577.3131534,193,1,4,2365,474419,465684,14,12,100,2738,16402,20,189,451,2078,4000,11148,1254,67,474266,45,45
"Concordia Parish, LA",577.2429312,194,1,4,1136,20999,20999,3,3,100,118,464,2,4,5,107,142,304,18,0,20442,22,29
"Jefferson County, KY",576.7462264,195,1,4,1057,748857,748003,25,20,99.9308,4365,32473,78,266,1557,2465,8103,21941,2430,250,756832,21,111
"Kern County, CA",575.8432818,196,1,4,202,859608,859608,18,15,100,4976,34761,65,174,1313,3424,10931,17584,6246,589,864124,6,29
"Clayton County, GA",575.2781773,197,1,4,424,263026,264323,10,10,100,1520,13181,28,71,693,728,4477,7068,1636,34,264220,13,63
"Plumas County, CA",572.6708733,198,1,4,219,19948,19948,4,3,100,108,437,0,15,1,92,143,271,23,0,18859,6,63
"Emporia city, VA",572.6556908,199,1,4,2956,5936,5936,2,2,100,32,299,0,3,5,24,71,213,15,2,5588,51,595
"Kershaw County, SC",571.0538102,200,1,4,2370,62865,62865,9,7,99.8197,357,2120,2,30,26,299,663,1333,124,4,62516,45,55
"Mecosta County, MI",570.6597383,201,1,4,1296,43331,43331,5,5,99.931,246,899,0,20,0,226,181,691,27,4,43108,26,107
"Natchitoches Parish, LA",569.7787317,202,1,4,1156,39675,39675,4,4,100,223,1791,4,7,24,188,518,1223,50,4,39138,22,69
"Eddy County, NM",569.6670332,203,1,4,1823,54238,54238,4,4,98.6882,316,2357,7,26,19,263,628,1596,133,7,55471,35,15
"Union County, SC",567.2493757,204,1,4,2386,28952,28952,8,7,100,159,1077,2,9,20,128,270,776,31,8,28030,45,87
